id|sentimen|attribute_new|clean_tweet
1773|netral|kesejahteraan| teilih prabowosandi nyatakan ambil gaji
1779|positif|kesejahteraan| iya lupa gaissss prabowo janji nerima gaji tunggu janjinyaaaaa happy weekend payung teduhhhh
1784|negatif|kesejahteraan| pernyataan debat semalam prabowo menimbulkan kontroversi meneri gaji jabatan presiden teilih gaji rakyat takuti uang rakyat penggantinya milyaran ambil
1791|netral|kesejahteraan| orang nganggur khan gaji jokowi melamar gamer
1799|negatif|kesejahteraan| beda jokowi menghargai sby sby dukung prabowo menghargai pencapaian presiden mengklaim menyembunyikan fakta ketamakan keserakahan rezim jokowi
1803|netral|kesejahteraan| kepala negara gaji prabowosandi satunya asia tenggara
1820|negatif|kesejahteraan| menjelma donald trump omong kosong terima gaji
1824|positif|kesejahteraan| presiden panglima tertinggi menghargai pendahulunya
1829|positif|kesejahteraan| gaji presiden wapres sedekahkan tps tusuk prabowo sandi
1831|negatif|kesejahteraan| emangnya jokowi ngambil tunjangan gajih ngutang abrek proyek tol menghasilkan uang saku kampanye duit darimana kerja nyata emangnya duit jokowi presiden ngebangun uang
1834|positif|kesejahteraan| prabowo ngomong presiden jaman soekarno sby jasa negara hargai jasa beliau
1835|positif|kesejahteraan| presiden gaji ambil hak njenengan kerja njenengan pas presiden
1836|positif|kesejahteraan| bayar gajinya presidennya
1845|positif|kesejahteraan| indah venue bergandengan tangan menghargai sepuh sayang maju sedih tiang sepuh dibegitukan
1850|netral|kesejahteraan| prabowo janji presiden ambil gaji mencontoh akhlak karyawannya pt kiani bertahuntahun ambil gaji
1853|positif|kesejahteraan| probowo ekonomi kesejahteraan dianggap beihak rakyat mestinya bangga pilih prabowo
1869|positif|kesejahteraan| niat tulus relawan daerah menangkan jokowiamin menjadikan moment tragedi berharga bangsa negara
1879|positif|kesejahteraan| prabowo sandi mengabdi rakyat dibuktikan beliau menerima gaji serupiahpun
1888|negatif|kesejahteraan| mebeeel piyeeee paak sepiii raaa prabowo menang mebelmu mebelku kabeh pedagang mebeel rameee dagangane ekonomine apik tukuu penak dodolan mebel jaman jokowii ngeluu siraah jaman sby jooss gandooss
1890|netral|kesejahteraan| sandi janji ambil gaji prabowo mengabdi
1894|negatif|kesejahteraan| perekonomian hancur gara presiden salah
1911|netral|kesejahteraan| dunia gaji kepala negara prabowosandi
1917|negatif|kesejahteraan| terkait pernyataan prabowo bilang indonesia mencontoh perekonomian china analisis underwhat conditionnya empirical mechanismnya temporal location bagaiamana mohon tau pas uas
1960|negatif|kesejahteraan| haean iba sby hargai prabowo rakyat menghargai beliau memimpin bangsa lakukan bangsa anak buah marah bosny
1963|negatif|kesejahteraan| gaji gadiambil tunjangan milyaran bln diambil munafik pres kkn monopoli markup lunasin utng petusahaan wo rugi uno saratoga rugi urus perusahaan rugi urus neg punah
1970|positif|kesejahteraan| gaji prabowo sandi disumbangkan pemimpin
1971|negatif|kesejahteraan| petinggi partai demokrat menerima kenyataan hinaan prabowo sby pertanda sby hargai kadernya marwah partai demokrat jatuh tersungkur mencederai perjuangan demokrat
1975|positif|kesejahteraan| dengar poltak kupingnya potong uups janji palsu debat semalam membuktikan cerdas ikhlas negara prabowo sandi teilih gajinya rakyat
1982|netral|kesejahteraan| menang pilpres prabowosandi janji ambil gaji via
1996|positif|kesejahteraan| yth prabowo sandy hati berkomitmen mengambil gaji teilih semoga allah menjadikan berdua pemimpin umat pemimpin bangsa amanah amiin
2000|negatif|kesejahteraan| pakta integritas wo pulangkan nb brizik menag kilafah bebaskan ulama kriminal hpl psl gaji gadiambil tunjangan milyaran bln diambil munafik
2002|negatif|kesejahteraan| berbanding terbalik faktanya wowo sandi menerima sumbangan rakyat kampanye malu komment menerima gaji kampanye mengharapkan sumbangan rakyat
2005|positif|kesejahteraan| kejelasan gaji trkhr prabowo pemilik perusahaan perusahaan trsbt dimiliki asingg dah dipecat smua buruh diganti tka parah nantinyaa makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa
2009|negatif|kesejahteraan| denger jae gaji prabowo sandiaga diambil diserahkan fakir miskin orang kayak kekayaan nambah
2018|negatif|kesejahteraan| beneran ambil gaji sumpah pocong sblm berjanji
2020|negatif|kesejahteraan| tema debat semalam perekonomian paslon melenceng nanyain rakyat butuh main game main game gratis
2045|negatif|kesejahteraan| ngapain gaji juta tunjangan jabatan beratus juta ambil yaaakan
2049|positif|kesejahteraan| iya ambil gaji ambilin ajudan wkwkm
2051|positif|kesejahteraan| alhamdulillah smoga terlaksana cita janji ambil gaji menang pilpres prabowo bukti tulus
2052|positif|kesejahteraan| teilih prabowosandiaga janji ambil gaji tetangga sebelah mantul
2058|negatif|kesejahteraan| kehebatan seorg wowo tim ekonominya beikir mundur kebelakang jokowi tim ekonominya beikiran kedpn dpn generasi dtg tim ekonom wowo beikir menyenangkan rakyat subsidi sifatnya
2071|netral|kesejahteraan| cek fakta prabowo aset wni negeri data ditjen pajak
2076|negatif|kesejahteraan| emang pikirin mikir presiden kerja rakyat ind diem sby tidur mulu jokowi kerja keras dihargai mendingan bobo wowo dipilih tau
2083|positif|kesejahteraan| terimakasih prabowo subianto sandiaga uno salahuddin uno gaji diambil kepentingan masyarakat indonesia terimakasih terimakasih rakyat indonesia presiden indonesia adil makmur sabang merauke
2089|positif|kesejahteraan| doyan sandi bodohi simpati buktikan kerja nyata jokowi favorit ambil gaji potensi kebocoran tangan
2090|negatif|kesejahteraan| gaji pres unt beli tusuk gigi prabowo
2093|positif|kesejahteraan| diharapkan karyawan meniru prabowo sandi mengambil gaji sepeseun
2099|negatif|kesejahteraan| tanda ketololan jokowi nampak debat serius urusan perekonomi rakyat bangsa pake maen bawa game bocah wkwkk tolol dipeliara jdnya dungu planga plongo bikin malu bangsa
2122|negatif|kesejahteraan| mmrintahkan personil beangkat rendah membuly uas gatot kasihan polisi alat pemuas nafsu politik jokowi gaji jabatn
2126|positif|kesejahteraan| masyaaallah kali seumur kandidat capres cawapres berjanji rakyat indonesia mengambil gajinya diserahkan negara subhanallah bergetar hati sbg rakyat indonesia
2127|positif|kesejahteraan| pemimpin karismatik prabowo sandiuno ambil gaji presiden wakil presiden allah subhanahu wa
2133|negatif|kesejahteraan| jokowi bunuh nyulik ngemplang gaji karyawan masuk panama pappers digampar ipar ditinggal bini disetir adiknya ngomong ditambah
2134|negatif|kesejahteraan| gaji mah fasilitas tunjangan lainlain mah siape bener
2148|negatif|kesejahteraan| percaya gajinya diambil keluarganya dapet proyekan semwa jaman harto
2153|negatif|kesejahteraan| dibutuhkan pemimpin pencitraan gaji dihibahkan kemampuan menhelola negara prabowo sandi
2169|negatif|kesejahteraan| rakyat sulit ekonominya dongoknya mobile legend mk prabowo mengembalikannnya konteks kewarasan pertanyaa salah njing
2175|negatif|kesejahteraan| astgfrlhalzm sombongg jokowi bru pemimpn gimna jilat jidat a hormari tuuuh orng tua hargai bukn sp banding beliau muuak gwa liat a
2190|netral|kesejahteraan| debat presiden closing statement prabowo sandiaga uno beliau pk prabowo teilih pk prabowo mengambil gaji sepeseun gaji terima masyaallah pemimpin mementingkan kpntingan pribadi
2192|negatif|kesejahteraan| bayar pajak pribadi harta yangbterbongkar panama papers naikan tax ratio tarif bayar naikan bayar panama papers preeetttt
2205|negatif|kesejahteraan| ambil gaji pantaslah buruhnya digaji
2211|negatif|kesejahteraan| gaji ambil fee proyek jalan
2227|positif|kesejahteraan| prabowo sandi komit gajinya diambil serupiahpun mantap allahu akbar
2241|positif|kesejahteraan| ri prabowo berani mengkritik presiden salah kelola perekonomian salah jokowi lanjutkan periode
2246|positif|kesejahteraan| perekonomian masyarakat bagus jajan warung jajan restoran mall rame skr jaman modern jajan warung rb mall pake gopay rb nikmatnya salah presiden salah pelaku usaha
2260|negatif|kesejahteraan| mendingan prabowo gaji ambil sumbangin jokowi kampanye nebeng pasilitas duit rakyat mobil dinas dipake kaos penuh meluber kaos kasian mobilnya duuh
2662|negatif|kesejahteraan| kerja art pengin gaji pergi arab males
2883|negatif|kesejahteraan| prabowo kekayaan indonesia dikiasai elite bangga mengakui koarkan anggap merusak ekonomi kekayaan negara malu emang gapunya auto hancur bangsa
3846|netral|kesejahteraan| program ekonomi jokowi beihak masyarakat kemiskinan diatasi
3847|positif|kesejahteraan| hatihati prabowo sandi komitmen bapakbapak mengambil gaji serupiah heheheheheh
3874|negatif|kesejahteraan| tolong prabowo presiden bangga kuat tni indonesia minciptakan kapal selam coma menham resmikan presidennya ribuk meresmikan jln tol menghargai anak bangsa jln tol miris tni
3875|positif|kesejahteraan| sejarah capres cawapres ambil gajinya menyerahkan negara disumbangkan kaum dhuafa yatim piatu rakyat tps tusuk prabowo sandi
3885|positif|kesejahteraan| masyaallah prabowo sandi berjanji mengambil sepeseun gaji teilih
3890|positif|kesejahteraan| percaya sandi wagub beliau ambil gaji beliau sumbangkan gajinya maksud prabowo suka mengklaim hasil pemikiran ide
3899|positif|kesejahteraan| presiden mengambil gajinya coba keiklasan masya allah banget haqqul yakiin tusuk prabowo sandi
3905|netral|kesejahteraan| akuntabilitas kenegarawan teruji menerimanya prabowo salahkan presiden jokowi perekonomian negara
3913|positif|kesejahteraan| sungguh mulia hatinya rela ambil gaji sepeser teilih presiden orang memikirkan menerlukan didunia sampe rela apapun uang hati prabowo sandi
3915|positif|kesejahteraan| masyaallah hati mulia teilih presiden wakil presiden berdua mengambil gaji rupiah gaji duafa negara prabowosandi mantap hati pilihan
3921|netral|kesejahteraan| pemimpin menerima gaji sepeseun tusuk prabowo sandi
3933|negatif|kesejahteraan| gaji presiden jt prabowo uang segitu beli kuda ekor gaji wapres kisaran jt yaelahhh uang jajan seminggu anaknya sandi kali
3947|positif|kesejahteraan| salah temen dumay petani karet sedih inget harga karet nyungseb beliau berharap meningkatkan kesejahteraan petani karet beliau aamiin
3950|positif|kesejahteraan| subhanalloh mulianya hati qu amanah berdua rela gajihnya diambil negara kepentingan anak yatim kaum duafa allohuakbar allohuakbar smga qu sllu dibrkn kesehatan amin
3964|netral|kesejahteraan| debat malam ditutup pelajaran berharga jurus kartu jkwma ruf vs komitmen mengambil gaji sepeseun prabowosandi sukai silahkan tentukan tps tgl april
3966|netral|kesejahteraan| kasih statistik penghasilan pro gamer ngelebihi gaji seumur hidup amda
3969|netral|kesejahteraan| dinilai membuktikan komitmennya meningkatkan perekonomian bidang industri
3975|positif|kesejahteraan| masya allah tearssss allah bless sir and gaji diterima allah memberimu indonesia
3985|negatif|kesejahteraan| debat bahas esport caper milenial emang esport lapangan kerja kartu prakerja gajinya setau lapangan kerja youtubers esport
3986|positif|kesejahteraan| masya allah komitmen mengambil gaji menjabat
3989|positif|kesejahteraan| iyalah gaji diambil
3995|positif|kesejahteraan| bersyukur gaji rakyat tusuk allah maha membolak balikkan hati
4007|negatif|kesejahteraan| ambil gaji jae disuruh cuti ogah pake fasilitas negara
4008|positif|kesejahteraan| closing mantul masya allah beliau berdua berkomitmen menang mengambil gaji sepeseun beliau serahkan kaum dhuafa allahu akbar allahu akbar
4024|netral|kesejahteraan| prabowosandi sepakat mengambil gaji teilih berjanji menghormati ulama mematuhi fakta integritas ijtima ulama
4042|positif|kesejahteraan| woow gaji prabowo sandi diambil disumbangkan teilih masyaallah
4047|positif|kesejahteraan| pengabdian negara keikhlasan berdua lillahita ikhlas ngomong ikhlas mengabdi menerima gaji sepersenpun presiden wakil presiden tetesan air mata kebahagiaan indonesia
4050|positif|kesejahteraan| memilih presiden wakil presiden gaji tusuk calon berkerja rakyat gaji
4053|positif|kesejahteraan| mantap jiwa prabowo sandi mengambil gaji presiden ri
4054|positif|kesejahteraan| alhamdulillah prabowo sandi menerima gaji memimpin menyumbangkan kepentingan bangsa negara indonesia adil makmur
4060|positif|kesejahteraan| breaking news prabowo sandi ambil serupiah gaji teilih gancossssssss
4064|negatif|kesejahteraan| pake susu produksi perusahan nepotisme ambil gaji proyek dikuasai saudara mmg orba ttp bangsat penipu penculik pembunuh
4065|positif|kesejahteraan| tps tusuk prabowo sandi ikhlas berbakti nkri gaji beliau rakyat kereeeeen
4070|netral|kesejahteraan| gaji dokter hewan minimal juta tusuk prabowosandi
4071|positif|kesejahteraan| menempatkan tugasnya bangga prabowo kesempatan ahlinya penjaga kedaulatan pengelola perekonomian aman adil makmur sehat tugas berat pundak br
4074|netral|kesejahteraan| prabowo sandi menyerahkan gajinya anak yatim kaum duafa aamiin
4075|positif|kesejahteraan| alangkah baiknya gaji presiden wakil presiden tunjangan jabatannya endingnya pemberiannya pahala sekian
4085|negatif|kesejahteraan| gaji presiden wapres gede gede gaji presdir bank bumn ngaruh rakyat butuh janji
4086|netral|kesejahteraan| catat prabowo sandi ambil gajinya menjabat presiden wakil presiden
4087|netral|kesejahteraan| teilih mengambil gaji rupiahpun
4089|netral|kesejahteraan| pernyataan penutup oposisi berkomitmen menyumbangkan gaji jabatan berkontribusi kesejahteraan masyarakat menjanjikan kemudahan sektor pemerintahan menciptakan kesejahteraan rakyat tusuk prabowosandi your turn
4090|negatif|kesejahteraan| sebenernyaa motif prabowo sandi presiden wakil presiden kao dapet uang gajian modal kampanye
4091|positif|kesejahteraan| ngambil gaji sedikitpun presiden yaallah semoga rejeki prabowo sandi dilimpahkan menerus aamiin
4092|netral|kesejahteraan| kesulitan ketakutan ketakutan kesulitan jokowi amanah mengambil sepeseun gaji sandiaga uno
4097|netral|kesejahteraan| gaji dipotong mbesengut prabowo sandi presiden butuh gaji dasar missqueeen
16876|netral|kesejahteraan| hargai hormati sedih ma ruf amin tolak hadiri kampanye prabowo undang selesai hubungan
16943|negatif|kesejahteraan| kepemimpinan zonk dpr super nyinyir menghina puteri bangsa indonesia dihargai mata dunia
16987|netral|kesejahteraan| ceramah damai indonesiaku perekonomian membaik
16990|netral|kesejahteraan| mari bangun bangsa mendukung perekonomian negara jokowi kerja
