id|sentimen|clean_tweet
337|positif| rakyat indonesia bangga jokowi dihargai raja arab saudi terima kasih
338|positif| nasionalisme beliau didunia internasional pemilu beliau berkunjung solusi kerja perkembangan ekonomi indonesia mantab jokowidodo lanjutkan
339|netral| jokowi mengimbangi serangan prabosan mikro sengaja menyeret prabosan visi makro dibidang ekonomi digital membahasnya sisi mikro sandi mengalami kesalahan fatal menyebut big data ektp
342|netral| gas normal kg bbm aman setara harga indonesia keadilan sosial rakyat indonesia sembako normal jualan makanan belanja pasar belanja bilang mahal dumeh
343|netral| prabowo ekonomi indonesia salah arah presiden jokowi kader demokrat koalisi
344|positif| want test ur vice president sir solusi indonesia harga bhn pokok terjangkau lapangan kerja tersedia kesejahteraan guru lbh tenaga medis pasien perbaiki
345|netral| presiden jokowi raja salman sepakat tingkatkan kerjasama ekonomi rri
347|positif| alhamdulillah membangun ekonomi pemerataan adil mengalami batu aral korban kerjakan lakukan percaya anak cucu merasakannya
348|positif| unggul menang telak ekonomi jagonya
350|netral| teilih prabowosandi sumbangkan gajinya anak yatim dhuafa
353|positif| ekonomi salah kebangkitan bangsa teruskan perjuagan prabowo sandi padang lawas sumattra utara rajuddin harahap prabowosandi a dukugan presiden wakil presiden amin
355|netral| presiden raja salman menggelar pertemuan bilateral istana pribadi raja alqasr alkhas minggu sore pertemuan presiden raja salman sepakat meningkatkan kerja bidang ekonomi foto berita biro pers setpres
357|netral| harga tiketnya turun
360|netral| jokowisalman sepakati peningkatan kerjasama ekonomi
361|netral| menang pilpres prabowosandi komitmen ambil gaji walapun serupiah
362|positif| wajib jokowi periode harga mati
364|negatif| bikin puisi ekonomi persen kayak
365|negatif| bukti harga barang turun tol
366|netral| jokowi salman sepakati peningkatan kerja ekonomi news jawa barat
367|positif| nnti presidennya tolong program pertamanya harga tiket pesawat puasa lebaran diturunin kmren kasian anak rantau rindu rumah puasa lebaran dirumah kangen masakan emak cc
368|netral| meningkatkan tax ratio ekonomi terguncang ninu ninu
369|netral| teilih prabowosandi sumbangkan gajinya anak yatim dhuafa
372|netral| teilih prabowo janji turunkan harga listrik okezone news
377|positif| debat pamungkas jokowi visi misinya kedepan jawani debat m amin surise elemen prabowo mengusung program pelitanya orba sandi uno excellent closing kena smash jokowi ekonomi makro nice debat
380|negatif| gaji karyawan belom dibayar prabowo dibayar pake
382|netral| analis politik ekonomi jokowi kritik kebijakannya
383|netral| era jokowi harga bbm papua harga jawa
384|netral| kalimat penutup debat mengambil gaji serupiah diinfaqkan kaum du afa anak yatim
385|negatif| trus bayar pajak dipikirin jokowi
388|positif| jt penggunaan game online pasar konsumen transaksi puluhan developer game berdiri rubuan lapangan kerjaada pajak masuk pajak subsidi pertalite motor mio kjp kip ngerti
390|positif| masukan harga tolnya disubsidi ramai menikmati
393|negatif| jl tol kalangan menengah keatas menegah kebwh jgnkan lwt tol motor warung pinggir jln tol tutup sbagian pembelinya tol mkn belanja rest area mempercepat pertumbuhan ekonomi
394|positif| pasangan nomor memperjuangkan nilai islam spirit transformasi perdamaian bidang pendidikan dakwah ekonomi kesehatan
396|netral| ciwiciwi harga skincare turun tusuk prabowo sandi
397|positif| ragukah pas prabowosandi tegaskan ambil gaji teilih rmol pasangan calon presiden calon wakil presiden
398|netral| prabowo melanjutkan kerja ekonomi arab saudi
399|positif| dasar ego menghargai wakilnya lihat prabowo sandi melengkapi
400|positif| pembangunan infrastruktur dibangun masiv meningkatkan perekonomian bangsa terima kasih jokowi
402|netral| bandara kertajati selesai ditangan jokowi menggerakan ekonomi rakyat
403|positif| negara china sebentar negara adikuasa ekonomi obyek kemajuan ekonomi contoh kiatkiat strategi tempuh
404|positif| terima kasih kekurangan menjabat insya allah disempurnakan kedepan negara fokus perbaiki ekonomi rakyat cicil bayar hutang
405|negatif| mobile legend permainan game online jokowi merangkul gamers moba online dibahas kekurangan duit main moba sembako murah harga pangan murah bner sandi debat malam
406|negatif| bego tau perusahaan fintech beli coin diamond tau iklan milih masang aplikasi milenial jaring konsumen tau pendapatan negara pajak internet perusahaan berlomba bikin games
407|negatif| memprioritaskan perekonomian agraris pemerintah menghambat skala prioritas bolak ngomong susah bener pahamnga
408|positif| mencoblos prabowo sandi membantu beramal beliau gajinnya kaum dhuafa anak yatim membutuhkan
409|netral| presiden joko widodo jokowi terkendalinya hargaharga komoditas pangan inti tingkat inflasi
411|positif| era jokowi kemjuan teknologi dimanfaatkan pengembangan ekonomi kreatif
412|netral| presiden raja salman menggelar pertemuan bilateral istana pribadi raja minggu sore april pertemuan selepas jamuan santap siang presiden jokowi raja salman sepakat meningkatkan kerja bidang ekonomi
413|positif| pilihan ttp menghargai berbeda bimillaahirraohmaanirrohim mengikuti hati nurani ttp jokowi hati jokowi
414|positif| bersedekah mencoblos beramal gaji anak yatim dhuafa bersedekah
416|netral| prabowo ekonomi indonesia era jokowi salah arah
417|negatif| gagal ngapain stagnan pas debat bahas mobile legend ekonomi indonesia
419|netral| langkah pemerintahan presiden jokowi pemberdayaan ekonomi keumatan bank wakaf mikro ketum arus muslimah munifah syanwani
420|netral| sederet menteri kabinet kerja presiden wakil presiden jusuf kalla bidang ekonomi meraih penghargaan internasional kurun kabinet berjalan
421|netral| mohon bilang pangeran muhammad bin salman tolong direalisasikan beli biar kesusahan bayar gaji beli pemainnya
422|positif| hahahaha tema debat perekonomian pikir segi pertanian jual beli sembako hubungannya kondisi perekonomian negara negara agraris paham maksudnya cari maksud negara agraris debat
423|negatif| prabowo teilih ekonomi infrastruktur dibangun besaran jokowi jadii tinggal duduk manis
424|positif| mencoblos bersodaqoh gaji beliau diinfaqkan duafa anak yatim insya allah
425|netral| salah keberhasilan bbm harga titik wilayah target titik wilayah indonesia
426|positif| penghargaan dianugerahkan bukti sosok pemimpin diakui integritasnya
427|netral| dilantik prabowo sandi menghapus pajak prabowo sandi pelayanan kesehatan pendidikan gratis prabowo sandi menurunkan hargaharga
428|netral| disaksikan sandiwara penghargaan tokoh pemerataan pembangunan
429|negatif| bahas ekonomi infrastuktur boring nich
431|netral| jalannya debat jokowi sandiaga uno ibuibu mengeluh hargaharga
432|netral| teilih prabowosandi takkan ambil gaji negara segini gaji presiden wapres manado
434|negatif| anti china menggandeng cina devisit neraca perdagangan dipengatuhi ekonomi dunia judilnya gara jokowi dasar kampret
435|positif| prabowosandi paslon pemaparan visi misi pro rakyat hubungan nyapun harmonis dwi tunggal menyumbangkan gajinya maklum tajir
436|negatif| pernyataan ambil gaji beritakan
438|negatif| ngajarin ekonomi mikro makro pengusaha top kaya prabowo sandi ngajarin ikan berenang jago
440|positif| maksud sombong menghidupi keluarga kartu pabowosandi melanjutkan janji pilih saudara ekonominya beruntung terbantu kartu
441|negatif| suka bilang sebentar ekonomi meroket capres
443|positif| setuju macro ekonominya jokowi jago rancangan ditulis ahli ahli merancang pembangunan indonesia jokowi memahami
445|positif| bagus berharga jokowi
446|negatif| infrastruktur bagus roda perekonomian jalan cuman nguntungin asing aseng pilih pemimpin pro rakyat pribumi yaaa
447|negatif| ngakunya ngakunya prabowo perhatian rakyat hoax karyawannya pt kiani kertas nusantara terkatungkatung gaji thr selesaikan masalahmu bowok menyelesaian rakyat
449|negatif| amin pelajaran berharga fitnah kejam sepwrti mudah rezim acak ulama umat islam pelakunya pelakunya wereng coklat dipaksa jagal talangsari
450|positif| trans sumatra menunjang pertumbuhan ekonomi sumatera membantu pemerataan sosial sumatera logistik bahan bakar keperluan mudah dikirimkan jalur memadai jokowi mewujudkan kemajuan pulau sumatera trans sumatra
453|netral| debat capres prabowo ekonomi ri salah arah
454|positif| jokowi udahdeh pelawak peratiin kayaknya cocok ngurusin negara gaji pelawak gede gaji presiden looo
457|positif| hahahaha negara memiliki skala prioritas bernilai keekonomian makro nano piko tergantung impor bahan baku pangan elektronik dikejar pertumbujan ekonomi stagnan
460|positif| debat allah pamungkas bangett prabowo sandi bilang teilih presiden wakil presiden menyumbangkan gajinya rakyat masya allah mulia banget prabowo sandi
461|positif| semoga tol trans sumatra perekonomian indonesia lancar maju
462|negatif| prabowo terima gaji exit plan gaji karyawan pt kiani kertas menerima gaji perhatian rakyat karyawannya digaji munafikun
463|positif| butuh jl tol butuhkan hasil pertanian harga jual ditingkatkan
464|netral| consol games hardware esport pemanfaatannya dampak keekonomiannya masif bangga banget esport dampaknya esports
465|positif| gajinya dibayar tusuk prabowo sandi veool juara liga tusuk prabowo sandi
466|negatif| ekonominya target idola bicara digit gimana terbukti bilang
467|positif| mahal harganya gabisa diturunin missqueen pengen jalan tol pake mobil pribadi bilang kerja biar missqueen nyari kerja kaya nyari jodoh gampang tcoy
468|netral| jokowi ri masuk kekuatan ekonomi
469|netral| prabowo sandi pengusaha digaji menggaji
470|netral| tolong lihat dampak buruknya bing manfaat mudharatnya pahami membenarkan segi keekonomiannya
471|positif| ucapan menyumbangkan gajinya teilih memantapkan menentukan pilihan
472|netral| prabowosandi ambil gaji sepeser teilih
473|netral| mkin maksud kiani kertas bayar gaji buruhz kali kiani kertas produksi kertas produksi utang karyawabx
474|positif| capres kaleng hoax harga melambung faktanya harga stabil inflasi normal grafik menurun mengelola oce gagal ngomongin ekonomi makro libas ma sikaleng bilang
476|negatif| tolong bedakan startup monetizing hobi monetize startup nilai keekonomian hobi segelintir orang melakukannya kebutuhan allah seh bedanya lebar
477|negatif| ari narang prabowo sandi horang kayah setor pajak ratusan juta emang junjungan pinternya ngambil duit haji saking kebanyakan utang
478|netral| kader terima disisi prabowo bilang ekonomi indo rusak presiden bilang ciri koalisi berkelas kayaknya lg menghibur
479|netral| dibangun jalan negara jalan tol disadari indonesia kalah malaysia pembangunan besaran dilanjutkan melebihi malaysia potensi indonesia berhasil raksasa ekonomi dunia
481|negatif| percya gaji dsumbangkan presiden bearti fix orang dungu
482|positif| maju sumatra semoga jalan tol pertumbuhan ekonomi banyakkkkk aamiinn
484|positif| bentar narasi pembangunan tol lari bahas ekonomi temennya belajar konsisten tema singgung wkwkwkwk
485|netral| tol melanjutkan prestasi ekonomi gimana rupiah devisa inflasi proyek platform bandara kertajati sepi uang dibakar
486|positif| setuju harga partai demokrat memikirkan mega sisi jokowi kehidupan bangsa emosi
488|positif| nitijen paham ekonomi makro pengennya instan langsung dirasakan individu betapa beratnya presiden indonesia mbangun mikir dihujat ganti presiden nitijen emang ngehujat
490|netral| bangsa bangsa menghargai budayanya indonesia nusantara
493|negatif| dampaknya ekonominya gimana otak otak plonga plongo
494|negatif| yaa mata dianggap berharga ayoo tempeleng donkk
497|netral| kalinya indonesia era kepemimpinan jokowi harga bbm merata indonesia
499|positif| mencoblos probowo sandi beramal gaji prabowo sandi sumbangkan fakir miskin kaum duafa
500|positif| kebijakan jokowi bbm harga bentuk nyata keadilan sosial rakyat indonesia
501|netral| dewi dedi andalan pemerataan ekonomi jokowi kedepan
503|netral| komitmen prabowosandi ambil gaji serupiah teilih
505|positif| mencoba menarik simpati korban hacker kasihani didukung menduking hasil kerja nyata terbukti janji murah murah ambil gaji jaman orba
506|netral| garagara ketimpangan ekonomi prabowo salahkan presiden jokowi
510|netral| jokowi naikkan tax ratio drastis guncang ekonomi
513|netral| ahli ekonomi klrg cc
514|positif| jokowi ekonomi digital alhamdullilah prabowo mantap
515|netral| ekonomi prabowo salah jalan
518|negatif| bloon jebakan ekonomi digital mobile legend alhamdullilah prabowo terjebak
521|positif| sodaqoh ikhlas memilih gaji dipakai menyantuni anak yatim faqir miskin sodaqoh vote bernilai sodaqoh
522|positif| dicontohkan ustadz abdul shomad diundang istana jabatan apapun jk prabowosandi mjd presiden prabowosandi mengambil gaji muncul orang ikhlas berjuang indonesia adil makmur
523|netral| uang membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat program ekonomi produktif perlindungan sosial membangun infrastruktur jokowi
524|negatif| pecatan ngerti ekonomi ngerti sawer wo
525|negatif| butuh gaji disawer diterima gaji meningkatkan kinerja tanggung
528|positif| simpati paslon ps bcr pjg jk ketemu jujur sgt khawatirkan jk beliau melanjutkan sistem ekonomi kolonial mengeksploitasi rakyat kekayaan bangsa anak cucu paham ekonomi berkeadilannya pancasila
529|negatif| sudi pilih jokowi kapok neg pilih berharap janji janjinya sesuai omongannya realitanya bikin kacau balau ekonomi negeri keluarga sepakat pilih prabowo sandi perubahan hilangnya kedholiman ketidakadilan
536|positif| asn zaman soeharto jiwanya uang urusan lancar perekrutan asn salah dibenahi jokowi menaikkan gaji mengangkat honorer jnji prabowo ektp mbak cepat
537|positif| titipkan amanah kepadamu tetaplah perjuangkan ekonomi kerakyatan
538|negatif| jessnolimit negarawan urusannya game kesejahteraan rakyat tema ekonomi berdasarkan ekonomi negara mengurus kepentingan kepentingan pokok masyarakat games
542|netral| pasca dilantik presiden joko widodo jokowi membuang agenda utama reformasi ekonomi konektivitas wilayah produktivitas
543|netral| capres nasabah usaha mikro pesantren persen wanita program kemandirian ekonomi keluarga
545|positif| mahal kelassss masyaallah teilih prabowosandi janji ambil gaji
548|netral| prabowo lakukan rangka pengembangan ekonomi digital pengembangan esport mobile legend
549|negatif| aneh membingungkan letjen pecatan seumur militer menteri berkali ekonomi salah arah pertanyaannya salah arahnya dimana solusinya ngawur
551|netral| pemerintah jokowi bersemangat berjalannya pembangkit listrik memasok aliran listrik rumah tangga industri ekonomi indonesia
552|negatif| tampangnya pengangguran mental ogah dungu kaya gampang bodohin dijanjiin hidup senang prabowo menang harga mati emang wowo menang hidupnya enak ngimpi
553|netral| kartu jokowi jurus jitu program kesejahteraan peningkatan ekonomi indonesia
554|negatif| buanyak beeng nyinyirin janji ambil gaji miris liat kelakuan orang jempolnya loncer gini tau nyinyirin orang shodaqoh ciri munafiqun lihat tawbah
