id|class|attribute|sentimen|tweet_asli|tweet
77|ekonomi|harga|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.    http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦|jokowi bangun spbu setelag 71 kabupaten puncak jaya papua harga ribu liter 650 liter
78|ekonomi|harga|netral|Katanya Jas itu harga mahal dan pakaian orang2 eropa dan amerika.|jas harga mahal pakai orang eropa amerika
79|ekonomi|harga|netral|Prabowo Janjikan Harga Karet dan Kelapa Sawit Bikin Senyum Petani  https://nasional.sindonews.com/read/1394419/12/prabowo-janjikan-harga-karet-dan-kelapa-sawit-bikin-senyum-petani-1554858831?utm_source=dlvr.it&utm_medium=referralÂ â€¦|prabowo janji harga karet kelapa sawit bikin senyum tani
80|ekonomi|harga|netral|Orang ini sangat dihargai oleh Raja Arab Saudi. Dia Pemimpin ku|orang harga raja arab saudi pimpin
81|ekonomi|ekonomi|negatif|mencontoh ekonomi china, bukannya sujud seperti sekarang iniðŸ¤£|contoh ekonomi china buka sujud
82|ekonomi|pertumbuhan|positif|Fyi gaes...Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih|fyi capai hasil capai tumbuh ekonomi era perintah jk tingkat
84|ekonomi|ekonomi|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦|kepercayan mrk alam milik wakil alam bidang ekonomi
85|ekonomi|gaji|negatif|Berapa sih gaji presiden dan wakil presiden? Berapa sih tunjangannya? Kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat. Itu baru jualan, klu hanya gaji itu namanya jualan basi.|gaji presiden wakil presiden tunjanganya ambil peser gaji tunjang hebat jual gaji nama jual basi
86|ekonomi|gaji|positif|Mungkin pak @prabowo mengharap ketulusan karyawan untuk tidak menuntut gajiðŸ˜…|harap tulus karyawan tuntut gaji
87|ekonomi|ekonomi|netral|Jamu Jokowi, Raja Salman Sajikan Nasi Mandhi - Warta Ekonomi  https://www.wartaekonomi.co.id/read223718/jamu-jokowi-raja-salman-sajikan-nasi-mandhi.htmlÂ â€¦|jamu jokowi raja salman saji nasi mandhi warta ekonomi
88|ekonomi|pertumbuhan|positif|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ |tumbuh ekonomi merat zaman jokowi tumbuh ekonomi merat bangun
89|ekonomi|harga|negatif|Kami moslem, kami menghormati dan menghargai umat agama Laen. Kami cinta damai karena Islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. Dan kamipun pendukung 02. Bhineka tunggal Ika  #UASdifitnahKejiDanBrutal|moslem hormat harga umat agama cinta damai islam ajar utk buat manusia kecuali kami dukung 02 bhineka tungal ika
90|ekonomi|gaji|positif|@prabowo & @sandiuno  Tidak akan ambil gaji serupiah pun jika terpilih sbg Presiden RI  Benar kata alm. Gus Dur : orang yg paling ihlas utk Indonesia adalah prabowo ..!  #PrabowoSandiOKBanget #PrabowoSandiTakTerbendung #Tutup01Tusuk02 pic.twitter.com/VMyb|ambil gaji rupiah pilih sbg presiden ri alm gus orang ihlas utk indonesia prabowo
91|ekonomi|ekonomi|netral|Jokowi-Ma'ruf Bicara Pengalaman, Prabowo-Sandi Janji Tak Ambil Gaji  https://today.line.me/id/pc/article/Jokowi+Ma+ruf+Bicara+Pengalaman+Prabowo+Sandi+Janji+Tak+Ambil+Gaji-GyOxl8?utm_source=facebook&utm_medium=linetodayhome&utm_campaign=snsoperationÂ â€¦|jokowi ma ruf bicara alam prabowo sandi janji ambil gaji
92|ekonomi|ekonomi|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ |pilih pimpin pencapaianya 5 capai ekonomi perintah jokowi
93|ekonomi|ekonomi|negatif|Gak perlu suudzon, di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan Arab Saudi. Gak usah nyinyir bro, urus tuh junjunganmu yg lagi ziarah kubur moga2 aja gak nyembah kuburan.|gak sudzon samping umroh jokowi bahas kerja bidang ekonomi perintah arab saudi gak nyinyir urus junjung ziarah kubur gak nyembah kubur
94|ekonomi|ekonomi|positif|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ |perintah jokowi sebut ekonomi indonesia tangan anak anak muda kreatif
95|ekonomi|ekonomi|positif|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Keberhasilan tidak hanya dibidang infrastruktur, Jokowi jg berhasil memperbaiki ekonomi Indonesia.  https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â â€¦|hasil bidang infrastruktur jokowi hasil baik ekonomi indonesia
96|ekonomi|harga|positif|Jokowi-Ma'ruf Pemimpin Indonesia.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦|jokowi ma ruf pimpin indonesia penghargan anugerah bukti sosok pimpin aku integritas
97|ekonomi|harga|negatif|Mahal banget,  buat satu beginian untuk hasilkan 1 MW harganya bisa lebih mahal dari satu power plant yang bisa produksi 10 MW|mahal banget hasil 1 harga mahal power plant produksi 10
98|ekonomi|ekonomi|netral|Jokowi bahas ekonomi makro dan mikro .. ya makanan sehari2 Sandiaga dari dulu itu sih .. fatal .. untuk ada ET .. keluarlah I-Spot .. sejenis revolusi 4.0 ..   Sok futuristik padahal otaknya antik|jokowi bahas ekonomi makro mikro makan hari sandiaga fatal et keluar spot jenis revolusi 4 0 futuristik otak antik
99|ekonomi|ekonomi|negatif|Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfn7Â  pic.twitter.com/UYuIsDr3ur|prabowo sandi sepakat ekonomi indonesia salah arah
100|ekonomi|ekonomi|negatif|Prabowo-Sandi Sepakat Ekonomi Indonesia Salah Arah  http://dlvr.it/R2pfmNÂ  Via : @KedaiPenaCom pic.twitter.com/FQQVzcojs4|prabowo sandi sepakat ekonomi indonesia salah arah via
103|ekonomi|harga|netral|Fyi gaes...Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.Â  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih|fyi penghargan anugerah bukti sosok pimpin aku integritas
104|ekonomi|harga|negatif|Ketika wanita lain cerewat pada suaminya #TerimaKasihIstriku kamu hanya cerewet sama tukang sayur yang harganya naik. @jokowi|wanita cerewat suami cerewet tukang sayur harga
105|ekonomi|gaji|negatif|kalau emang prabowo mau seenggaknya prepare untuk persona agamis kaya belajar ngaji gtgt yakin 1000% bakal menang. tapi ya counter jokowi juga dengan rekrut MA ini bikin malah ga ketebak alurnya wkwkwk asli dah padahal prabowo cuma perlu jadi islami doang aslinya biar menang|emang prabowo sengaknya prepare persona agam kaya ajar ngaji gtgt 10 menang counter jokowi rekrut ma bikin ga tebak alur asli dah prabowo islami asli biar menang
106|ekonomi|ekonomi|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Pentingnya sisi industri kreatif dan inovatif di era industri global. Membuat jokowi tergerak untuk mengubah Badan Ekonomi Kreatif (Bekraf) menjadi sebuah kementerian .|sisi industri kreatif inovatif era industri global jokowi gerak ubah badan ekonomi kreatif bekraf menteri
107|ekonomi|ekonomi|netral|Buka PorProv Jateng, Ganjar Ingin Kepala Daerah Contoh Jokowi Hargai Atlet  #2019JokowiKyaiMaruf #RakyatApresiasiKinerjaJokowi  https://twitter.com/tag_nusantara/status/1060707183812169729/video/1Â â€¦|buka porprov jateng ganjar kepala daerah contoh jokowi harga atlet
108|ekonomi|gaji|netral|Awal mula Mudzakir menjadi guru ngaji Jokowi pada 2001. Ketika itu banyak anak-anak dan orang dewasa meminta diajari membaca Al Quran secara privat.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih|mudzakir guru ngaji jokowi 201 anak anak orang dewasa ajar baca quran privat
109|ekonomi|pertumbuhan|netral|@KHMarufAmin_ Untuk Indonesia Maju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5|indonesia maju tumbuh ekonomi merat zaman jokowi tumbuh ekonomi merat bangun
110|ekonomi|harga|positif|Jokowi mendukung Esport di indonesia Mobile Legend, PUBG, Free Fire DLL  prabowo lebih memperdulikan sandang pangan harga harga turun.  Gua udah punya pilihan skarang.|jokowi dukung esport indonesia mobile legend pubg fre fire prabowo duli sandang pangan harga harga turun udah pilih skarang
111|ekonomi|ekonomi|netral|@VidiaAmanda3 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ |17 april pilih jokowi kma pilih pimpin pencapaianya 5 capai ekonomi perintah jokowi
112|ekonomi|pajak|negatif|namun adlh antara masyarakat banyak yg bekerja nyata & membayar pajak namun dieksploitasi & dirampok hak-2 & hartanya, dengan sedikit org yg menetapkan aturan, meraup keuntungan, serta ingin selalu mengeksploitasi & merampok harta negara & bangsa serta menghindari pajak.|masyarakat nyata bayar pajak eksploitasi rampok hak 2 harta tetap atur raup untung eksploitasi rampok harta negara bangsa hindar pajak
113|ekonomi|ekonomi|netral|@Dinikurnia21 17 April Coblos Jokowi-Ma'ruf. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ |17 april coblos jokowi ma ruf pilih pimpin pencapaianya 5 capai ekonomi perintah jokowi
115|ekonomi|ekonomi|netral|@KHMarufAmin_ 17 April Pilih Jokowi-KMA. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ |17 april pilih jokowi kma perintah jokowi sebut ekonomi indonesia tangan anak anak muda kreatif
117|ekonomi|harga|negatif|Gak ngaruh, jokowi mau ke kutub utara juga, rakyat taunya barang dan harga harga murah, berobat gampang, percuma mau kemana aja, kalau hutang negara malah nambah|gak ngaruh jokowi kutub utara rakyat tau barang harga harga murah obat gampang mana hutang negara nambah
118|ekonomi|ekonomi|netral|Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskinâ€¦  https://goo.gl/fb/2VTnKiÂ |pilih presiden wapres prabowo sandi janji gaji kaum miskin
120|ekonomi|ekonomi|netral|Demokrat Minta Prabowo Hargai Kontribusi Presiden Sebelumnya  https://goo.gl/fb/d1NvPAÂ |demokrat prabowo harga kontribusi presiden
121|ekonomi|harga|positif|Jokowi-KMA Pemimpin Optimis. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦|jokowi kma pimpin optimis penghargan anugerah bukti sosok pimpin aku integritas
122|ekonomi|harga|positif|madura prabowo harga mati ðŸ‘†ðŸ»ðŸ‘ˆðŸ»ðŸ˜€ðŸ˜€|madura prabowo harga mati
123|ekonomi|harga|positif|prabowo harga mati. . titik|prabowo harga mati titik
124|ekonomi|gaji|netral|"Saat Jokowi masih menjadi pengusaha mebel di Solo. Mudzakir, guru ngaji Bpk @jokowi, pernah mendapat oleh-oleh dari ""muridnya"" sepulang dari Jerman. Yaitu korek api Zippo.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih"|sat jokowi usaha mebel solo mudzakir guru ngaji murid pulang jerman korek api zipo
125|ekonomi|pertumbuhan|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.   https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]|capai hasil capai tumbuh ekonomi era perintah jk tingkat
126|ekonomi|harga|netral|Sy hargai sikap anda bang...tp lgsg unfol tanpa sy tau mslah sblm ini rasanya aneh jg bang...lagian yg bikin tweet mention yg brsangkutan jg kan pasti punya tujuan baik jg buat mengingatkan. Apa gak malah kontraproduktif kl lgsg diunfol?|harga sikap bang lgsg unfol tau mslah sblm aneh bang bikin twet mention brsangkutan tuju gak kontraproduktif lgsg diunfol
127|ekonomi|harga|negatif|Ya allah apa mgkn sosok seorg jokowi berani sprti itu kl capres anda sih mgkn jg tlg @MardaniAliSera  jgn fitnah presidenku sprti itu... kl jokowi diberi jln itu krn beliau org baik pak dan presiden yg sangat dihargai, ah sy curiga jgn2 anda mau blg ini cawapres anda ðŸ˜‚ðŸ˜‚ðŸ˜‚|alah mgkn sosok seorg jokowi berani capres mgkn tlg fitnah presiden jokowi jln beliau presiden harga curiga blg cawapres
128|ekonomi|pertumbuhan|positif|Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, asal kalian tau di zaman Pak @Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ |tumbuh ekonomi merat tau zaman tumbuh ekonomi merat bangun
131|ekonomi|ekonomi|negatif|Gaji mah ga seberapa. Yg penting cegah dan berantas korupsi. Mau ga cegah dan berantas korupsi kolusi nepotisme ? Ini yg jadi pertanyaan masyarakat.  Sekarang ini baru Jokowi dan Ahok yg sangat dipercaya masyarakat utk kemauan dan keberanian berantas Korupsi Kolusi Nepotisme.|gaji mah ga cegah berantas korupsi ga cegah berantas korupsi kolusi nepotisme pertanyan masyarakat jokowi ahok percaya masyarakat utk mau berani berantas korupsi kolusi nepotisme
133|ekonomi|ekonomi|negatif|Bukan ga ngerti n ga nyambung ttg pertanyaan ML,,, tp emng ML ga nyambung dg tema DEBAT, jd ga penting tuk djawab n dbahas!!! Rakyat itu yg utama no 1 KESTABILAN HARGA PANGAN N KETERSEDIAANNYA dr petani sndr!!!! Negara Agraris ko sembrang IMPORT!!!????|ga ngerti n ga nyambung pertanyan ml emng ml ga nyambung tema debat ga djawab n dbahas rakyat utama 1 stabil harga pangan n sedia tani sndr negara agraris sembrang import
134|ekonomi|gaji|positif|Mencoblos=beramal Kenapa demikian? Karena @prabowo dan @sandiuno jika terpilih (insyaallah) mereka akan menginfakkan gajinya buat kaum dhuafa.. Suara kita g sia-sia kawan.. Mari kita dukung niat mereka #UASdifitnahKejiBalasDiTPS #UASdifitnahKejiBalasDiTPS https://twitter.com/dhikabebeh/status/1117495100995538944Â â€¦|coblos amal pilih insya infak gaji kaum dhuafa suara sia sia kawan mari dukung niat
135|ekonomi|ekonomi|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Pak @Jokowi  https://bit.ly/2OgymxtÂ |pilih pimpin pencapaianya 5 capai ekonomi perintah
136|ekonomi|harga|negatif|Kalau dihargai, masa sudah satu periode bapak Jokowi tidak memberikan jabatan sama loe. Pikirin itu . . . .|harga periode jokowi jabat pikirin
137|ekonomi|pajak|netral|Berita terbaru (Naikkan Rasio Pajak, Prabowo Terkenang Orde Baru) telah ada di  http://PILPRES.idÂ  -  https://pilpres.id/info/naikkan-rasio-pajak-prabowo-terkenang-orde-baru.htmlÂ â€¦ pic.twitter.com/BuFW3h9qec|berita baru naik rasio pajak prabowo kenang orde
138|ekonomi|harga|positif|gue kasih tau..Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.Â  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦Â #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih|kasih tau jokowi bangun spbu setelag 71 kabupaten puncak jaya papua harga ribu liter 650 liter
140|ekonomi|harga|negatif|bener juga sih #ApaKataKu  kan kata bapak aja, jelas Pak Jokowi dapat penghargaan dimana2 di luar negeri..  Jangan sampe segitu pak kalo mau menang.  kasihan rakyat.|bener jokowi penghargan mana negeri sampe segitu menang kasihan rakyat
141|ekonomi|ekonomi|netral|#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih dan pentingnya sisi industri kreatif dan inovatif di era industri global. Membuat jokowi tergerak untuk mengubah Badan Ekonomi Kreatif (Bekraf) menjadi sebuah kementerian .|sisi industri kreatif inovatif era industri global jokowi gerak ubah badan ekonomi kreatif bekraf menteri
142|ekonomi|harga|netral|Pak @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.   http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦ #PilihBajuPutih #PilihOrangBaik #PilihJelasIslamnya|bangun spbu setelag 71 kabupaten puncak jaya papua harga ribu liter 650 liter
143|ekonomi|harga|positif|Bersatu Dukung Jokowi-Amin. @KHMarufAmin_ #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.  https://bit.ly/2IpbIDdÂ |satu dukung jokowi amin menteri prestasi mimpi era mana menteri raih penghargan
145|ekonomi|gaji|negatif|KPU di bawah pemerintah rezim yg berkuasa skarang.  Kenapa yg salah prabowo??? Memangnya yg gaji KPU presiden prabowo ya???   #2019GantiPresiden  https://www.facebook.com/1742490484/posts/10205609169225534/Â â€¦|kpu perintah rezim kuasa skarang salah prabowo memang gaji kpu presiden prabowo
146|ekonomi|gaji|negatif|Denny ini sementara menghinakan dirinya sendiri dihadapan publik. Merasa hebat tapi sayangnya TOLOL, kelihatan di ILC jadi ayam sayur. Apalagi mau sok nyentil ttg agama sdh pasti otakmu gak bakalan sampai. #Nyampah ðŸ¸  Den, kamu belajar ngaji dulu lah sebelum sok mau nyentil UAH.|deny hina hadap publik hebat sayang tolol ilc ayam sayur nyentil agama otak gak ajar ngaji nyentil uah
148|ekonomi|ekonomi|positif|Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  http://dlvr.it/R2pVJCÂ  pic.twitter.com/tMqKvJsMR6|presiden jokowi raja salman sepakat tingkat kerja ekonomi
149|ekonomi|ekonomi|negatif|#PopulerB1 9: Jokowi: Naikkan Tax Ratio Drastis Bisa Guncang Ekonomi  http://brt.st/6b4KÂ |9 jokowi naik tax ratio drastis guncang ekonomi
151|ekonomi|pajak|netral|'Saya pilih jokowi karena saya pingin indonesia maju.  'Saya tidak pilih prabowo krna saya tdk ikhlas uang pajak tiap thn yg saya bayar untuk para koruptor diksh pensiunan.|pilih jokowi pingin indonesia maju pilih prabowo ikhlas uang pajak bayar koruptor diksh pensiun
